BTPBH,Paro
USNDZ,Steele
USQTL,Steele
USSXI,Steele
USVTS,Steeleville
USQQX,Steelton
USQTV,Steelville
USSGQ,Steger
USSIC,Steilacoom
USTST,Stennis Space Center
USZSP,Stephen
US4ST,Stephens
USEPS,Stephenson
USTEP,Stephentown
USSEP,Stephenville
USSGI,Sterling
USXLS,Sterling
USSTK,Sterling
USSKA,Sterling
USSGV,Sterling
USSEK,Sterling
USS9G,Sterling
USS8R,Sterling
USRZF,Sterling
USHZ3,Sterling
USSIG,Sterling
USYTE,Sterling City
USSEH,Sterling Heights
USSQI,Sterling-Rockfalls Apt
USSEX,Sterlington
UST67,Sterrett
US8TE,Stetson
US9SE,Steuben
USUYJ,Steubenville
USSS7,Stevens
USSTE,Stevens Point
USSVS,Stevens Village
USZSB,Stevensburg
USEVS,Stevenson
USSJZ,Stevenson
USS3H,Stevenson Ranch
USSLW,Stevensville
USSVV,Stevensville
USTES,Stevensville
USF8S,Stevinson
USTER,Stewart
USTWT,Stewart
USTWM,"Stewart, McLeod"
USQTW,Stewartsville
USSV7,Stewartville
USSKT,Stickney
USVVR,Stigler
USLLM,Stillmore
USIAK,Stillwater
USIWZ,Stillwater
USSWO,Stillwater
USTIS,Stillwater
USVSW,Stillwater
USQSL,Stilwell
USTLZ,Stilwell
US3SB,Stinson Beach
USTRG,Stirling
USS4T,Stittville
USTCB,Stockbridge
USSKG,Stockbridge
USSKB,Stockbridge
USKGB,Stockbridge
USSD4,Stockdale
USSTT,Stockertown
USTK9,Stockett
US9HO,Stockholm
USTZK,Stockton
USZOS,Stockton
USTC8,Stockton
USSCK,Stockton
USJSK,Stockton
US9SK,Stockton
US87O,Stockton
USS3T,Stockton
US7SS,Stockton Springs
US8SO,Stoddard
USTDU,Stoddard
USKVE,Stokesdale
USSTO,Stone
USSUM,Stone Mountain
USOEK,Stone Park
USYYR,"Stone Ridge, Ulster"
USTOF,Stoneboro
US8AM,Stoneham
USSTU,Stoneham
USSHT,Stonehurst
USSVX,Stoneville
USSTV,Stoneville
USLA9,Stonewall
USS9E,Stonewall
USSWL,Stonewall
USXVS,Stonewood
USUP5,Stoney Fork
USSG4,Stonington
USSGN,Stonington
USSN6,Stonington
USZTY,Stony Brook
USS5C,Stony Creek
USS8T,Stony Point
USYOT,Stony Point
USNYI,"Stony Point, Rockland"
USDQE,Stony Ridge
USSRV,Stony River
USSO9,Stookey
US5DR,Storden
USSLB,Storm Lake
USZST,Stormville
USS7R,Storrie
US9ST,Storrs
USITY,Story City
USTZI,Stotts City
USZTN,Stoughton
USSOU,Stoughton
USQUL,Stoutland
USS25,Stovall
USMMN,Stow
USSWT,Stow
USVOW,Stow
USMVL,Stowe
USXTW,Stowe
USQST,Stoystown
US8FF,Strafford
USS7D,Strafford
USS8F,Strafford
USSFF,Strafford
USSNB,Strang
USQQZ,Strasburg
USSBG,Strasburg
USSRS,Strasburg
US3ST,Stratford
US9SF,Stratford
USAHG,Stratford
USJSD,Stratford
USSDZ,Stratford
USTFO,Stratford
USZTT,Stratford
USSMH,Stratham
USSMM,Strathmere
USSMJ,Strathmore
USS8V,Strattanville
USST5,Stratton
USTIU,Stratton Mountain
USUYY,Straughn
USSTW,Strausstown
USYYB,Strawberry
USS9Y,Strawberry Plains
USSP5,Strawberry Point
USSMW,Streamwood
USSTR,Streator
USST6,Street
USSBH,Streetsboro
USXMS,Strinestown
USSG6,Stringtown
USTAQ,Strong
USSXE,Strong
USQGN,Strongstown
USSSV,Strongsville
USSUD,Stroud
USSDG,Stroudsburg
USUCT,Strum
USTRS,Struthers
USKRT,Stryker
USYKR,Strykersville
USST2,Stuart
USSUA,Stuart
USTZT,Stuart
USSSW,Stuart Island
USTUD,Stuarts Draft
USSCY,Studio City
USTBI,Sturbridge
USSUE,Sturgeon Bay
USIRS,Sturgis
USS5G,Sturgis
USTUG,Sturgis
USZTI,Sturgis
USSRX,Sturtevant
USSGT,Stuttgart
USVUR,Stuttgart
USS9U,Suamico
USSB9,Sublette
USSUZ,Sublimity
USSQJ,Succasunna
USSUQ,Success
USSDU,Sudan
USSUR,Sudbury
US3SM,Sudlersville
USSUJ,Suffern
USF7D,Suffield
USXLV,Suffield
USSUF,Suffolk
USHJD,Sugar City
USSKX,Sugar Creek
USUGC,Sugar Creek
USS2G,Sugar Grove
USSGX,Sugar Grove
USUGH,Sugar Hill
US9SU,Sugar Hill
USSGR,Sugar Land
USUGL,Sugar Loaf
USS9N,Sugar Run
USUGA,Sugar Valley
USZSU,Sugarcreek
USTKB,Sugarland
USSIX,Suisun City
USSIL,Suitland
USSUG,Sulligent
USUVS,Sullivan
USXSV,Sullivan
USULV,Sullivan
US9VA,Sullivan
USSIV,Sullivan
USULI,Sullivan
USUVT,Sullivan City
USULX,Sully
USLPU,Sulphur
USSLP,Sulphur
USSLR,Sulphur Springs
USUUS,Sulphur Springs
USULN,Sultan
USULT,Sultana
USACF,Sumas
USASZ,Sumiton
USSU4,Summer Shade
USURL,Summerdale
USUME,Summerfield
USFSF,Summerfield
USKSF,Summerfield
USSUH,Summerhill
USUMD,Summerland
USSK3,Summerland Key
USS3U,Summers
USSU8,Summerset
USSWV,Summersville
USUMR,Summerton
USUZC,Summerville
USZSE,Summerville
USURV,Summerville
USUMM,Summit
USXMV,Summit
USUYX,Summit
US2MM,Summit
USSZS,Summit
USSMZ,Summit
USAAO,Summit
USITG,Summit
USSWP,Summit Point
USSM9,Summit Station
USSVO,Summitville
USVVL,Summitville
USSXG,Sumner
USS8U,Sumner
USXMH,Sumner
US5SU,Sumner
USS5U,Sumner
USUMN,Sumner
USS5N,Sumneytown
USUAL,"Sumrall, Lamar"
USSSC,Sumter
USUMV,Sumterville
USSCI,Sun City
USSJY,Sun City
USUNY,Sun City
USXZI,Sun City
USSPE,Sun Prairie
USSUO,Sun River
USSVY,Sun Valley
US5SV,Sun Valley
USJUV,Sun Valley
USSUN,Sun Valley-Hailey Apt
USKEP,Sunapee
US7SM,Sunburst
USSRJ,Sunbury
USSRZ,Sunbury
USSKQ,Suncook
USSD5,Sundance
USSUC,Sundance
US5SR,Sunderland
USV87,Sunderland
USS5E,Sunfield
USJWR,Sunflower
USSND,Sunland
USXSP,Sunland Park
USSM3,Sunman
USXSU,Sunny Isles
USSUT,Sunny Point
USYUY,Sunny Side
USSUY,Sunnyside
USSS6,"Sunnyside, Queens"
USUNP,Sunnyslope
USSNN,Sunnyvale
USSVD,Sunnyvale
USUOL,Sunol
USUNR,Sunray
USXUN,Sunrise
USZZZ,Sunrise Beach
USSNC,Sunset
USSS4,Sunset
USSU6,Sunset
USS99,Sunset Beach
USSBE,Sunset Beach
USUEA,Sunset Hills
USS8L,Sunset Valley
USSWE,Sunset Whitney Ranch
US9SH,Sunshine
USSHA,Sunshine
USAZ3,Superior
USSUW,Superior
US9OQ,Superior
USUPR,Superior
USST8,Superior Township
USLQF,Supply Brunswick County
USSYX,Supreme
USUIQ,Suquamish
USSC5,Surf City
USUIY,Surf City
USFUF,Surfside
USFBC,Surfside Beach
USSGO,Surgoinsville
USSGZ,Suring
USURS,Surprise
USRRU,Surrency
USQRY,Surry
US8RR,Surry
USSVE,Susanville
USUIT,Susitna
USSH7,Susquehanna
USSSY,Sussex
USUEX,Sussex
USSV6,Sutersville
USUEN,Sutherland
USZSD,Sutherland
USSLD,Sutherlin
USZIJ,Sutherlin
USSMS,Sutter
USXXK,Sutter Creek
US8UT,Sutton
USS55,Sutton
USSUP,Sutton
USSXU,Sutton
USTON,Sutton
USVMY,Sutton
USZYY,Suttons Bay
USSVG,Suwanee
USS8E,Suwannee
USSWJ,Swainsboro
USUSW,Swampscott
US6SL,Swan Lake
USSQ2,Swan Quarter
USVXA,Swan Valley
USSNO,Swannanoa
USIS9,Swans Island
USAE5,Swansea
USSS5,Swansea
USSW6,Swansea
USSWA,Swanton
USSWQ,Swanton
USS3V,Swanville
USSW5,Swanzey
USXWR,Swarthmore/Philadelphia
USSXZ,Swartz Creek
USSW7,Swatara
USSDS,Swedesboro
USDXU,Sweeny
USSWG,Sweet Grass
USHOE,Sweet Home
USSS9,Sweet Springs
USAAJ,Sweetwater
USSWW,Sweetwater
USWW8,Sweetwater
USWWE,Sweetwater
USSWZ,Swepsonville
USXSN,Swifton
USIWT,Swiftwater
USJWI,Swisher
USSWI,Swissvale
USS4W,Switz City
USZSW,Switzer
USZS2,Swoope
USDSK,Swords Creek
USS3Y,Sycamore
USSYC,Sycamore
USYYC,Sycamore
USZIS,Sycamore
USYDY,Sydney
USS6K,Sykesville
USZJF,Sykesville
USSYU,Sylacauga
USSYY,Sylmar
USSL6,Sylva
USYNL,Sylvan Lake
USYNX,Sylvania
USYL9,Sylvania
USXMZ,Sylvania
USSYV,Sylvester
USYMO,Symsonia
USSYQ,Syosset
USJAU,Syracuse
USSYR,Syracuse
USSYZ,Syracuse
USYCS,Syracuse
USYRA,Syracuse
USTAB,Tabb
USTBQ,Tabernacle
USTA4,Tabernash
USTB3,Tabor
USXNC,Tabor
USQTB,Tabor City
USTIW,Tacoma
USTCH,Taconite Harbor
US8AF,Taft
USTF2,Taft
USTFT,Taft
USTF4,"Taft, Orange"
USTFX,Tafton
USTFV,Taftsville
USTAF,Taftville
USTGU,Tahlequah
USHNE,Tahneta Pass Lodge
USTAC,Tahoe City
USTAH,Tahoka
USAQK,Tahoma
USTA3,Tahuya
USZAO,Taintor
USZIV,Takoma Park
USTCT,Takotna
USTKL,Taku Lodge
USTNT,Talbott
USTC7,Talco
USYTL,Talent
USTA2,Talihina
USTKA,Talkeetna
USTBB,Talla Bena
USASN,Talladega
USTLH,Tallahassee
USTAA,Tallapoosa
USYTA,"Tallassee, Elmore"
USTA9,Talleyrand
USTV3,Talleyville
USTMG,Tallmadge
USTAK,Tallman
USTAU,Tallulah
USTLO,Talmo
USTAM,Tama
USTMQ,Tamaqua
USTRK,Tamarac
USTMM,Tamms
USTK8,Tampa
USTM3,Tampa
USTPA,Tampa
USTMK,Tampico
USXTS,Tams
USRMX,Tamworth
USTSG,Tanacross
USTBJ,Tanaga Bay
USTPO,Tanalian Point
USTAL,Tanana
USTFY,Taneytown
USZTG,Tangent
USNNR,Tanner
UST7V,Tannersville
USTQV,Tannersville
USTQX,Taopi
USTSM,Taos
USTKV,Tappahannock
USTAP,Tappan
USTPD,Tappen
USTQH,Tar Heel
USUZD,Tarboro
USTTM,Tarentum
USFF9,Tariffville
USTK5,Tarkio
USZIU,Tarpon Spings
USZKL,Tarpon Springs
USTNW,Tarrant
USTWZ,Tarrytown
USTZN,Tarzan
USTZR,Tarzana
USTZY,Tasley
USTLJ,Tatalina
USAY6,Tatamy
USTTE,Tate
USTEK,Tatitlek
USTDI,Tatoosh Island
USTTU,Tatum
USTZU,Tatum
USTNS,Taunton
US9TA,Tauton
USTAV,Tavares
USTNE,Tavernier
USKS6,Tavistock
USTWY,Tawas City
USYLJ,Taylor
USHQ7,Taylor
USTAO,Taylor
USTJO,Taylor
USTWE,Taylor
USTY4,Taylor
USTYP,Taylor
USTYT,Taylor
USTYZ,Taylor
USXNE,Taylor
USYLI,Taylor Mill
US4TR,Taylor Ridge
USTYQ,Taylors
USTYC,Taylorsville
USTYN,Taylorsville
USTYV,Taylorsville
USXYV,Taylorsville
USYID,Taylorsville
USYLV,Taylorsville
USTBD,Taylorville
USTZV,Tazewell
USTZW,Tazewell
USZWE,Tazewell
USUTA,Tchula
USTIF,Tea
UST9C,Teachey
USUG2,Teague
USTEA,Teaneck
USTS3,Teays
USTEC,Tecate
USTVP,Tecopa
UST7E,Tecumseh
USTCE,Tecumseh
USTCU,Tecumseh
USTMZ,Tecumseh
USTZZ,Tecumseh
USTCQ,Tega Cay
USTSP,Tehachapi
USTMH,Tekamah
USTKO,Tekoa
USTS2,Tekonsha
USFOF,Telford
USTEF,Telford
USTLF,Telida
USTEL,Tell City
USTLA,Teller
USKTS,Teller Mission
USTPI,Tellico Plains
USQTR,Telluride
USTLG,Telogia
USTMC,Temecula
USTPE,Tempe
USTEV,Temperance
USTEM,Temperanceville
US8MP,Temple
US9TP,Temple
USTML,Temple
USTMP,Temple
USTPL,Temple
USTCI,Temple City
USTHH,Temple Hills
USTJT,Temple Terrace
USTT6,Templeton
US6MP,Templeton
USTT4,Templeton
USTME,Ten Mile
USTSL,Ten Sleep
USTNF,Tenafly
UST4X,Tenaha
USTKE,Tenakee Springs
USZNH,Tenants Harbour
USTQI,Tenino
USTEN,Tennent
US5LL,Tennessee
USTJC,Tennessee Colony
USZFK,Tennessee Ridge
USELE,Tennille
USTEU,Tequesta
USTL5,Terlingua
USTIY,Terminal Island
USRR9,Terra Alta
USVVC,Terra Bella
USHUF,Terre Haute
USZ2T,Terre Haute
USTRD,Terre Hill
USNJQ,Terrebonne
USTEE,Terrell
USTRL,Terrell
USTOM,Terreton
USQTY,Terry
USTYW,Terrytown
USTZX,Terryville
USQ6T,Tesuque
USTEB,Teterboro
USTEH,Tetlin
USTET,Teton Village
USTTX,Teutopolis
USTEW,Tewksbury
USTW9,Tewksbury
USTEX,Texarkana
USTXK,Texarkana
USTXA,Texas
USTXT,Texas City
UST2X,Texhoma
USTX5,Texico
USTHK,Thacker
USQVL,Thackerville
USYUZ,Thatcher
USZTH,Thatcher
USTAY,Thayer
USTXY,Thayer
USTY8,Thayne
USCY2,The Colony
USDLS,The Dalles
USTH7,The Hills
USTP9,The Plains
USRKG,The Rock
USVGZ,The Villages
USTHW,The Woodlands
USTDF,Thedford
USOJL,Thenard
USTEO,Theodore
USTQE,Theresa
USTRE,Theresa
USTRM,Thermal
USTHP,Thermopolis
USUUD,Thetford
USTHI,Thibodaux
USTVF,Thief River Falls
USTSV,Thiensville
USTM2,Thomas
USTXM,Thomas
USTH9,Thomasboro
USTHS,Thomaston
USTSK,Thomaston
USTHO,Thomaston
USTVE,Thomasville
USTVI,Thomasville
USTVM,Thomasville
USTMV,Thomasville
US3TH,Thompson
USTO5,Thompson
USTPF,Thompson
USTPJ,Thompson
USTPS,Thompson
USTHF,Thompson Falls
USTHM,Thompsonfield
UST9H,Thompsons
USTVT,Thompsons Station
USTPW,Thompsontown
USOVJ,Thompsonville
USTHL,Thompsonville
USTSJ,Thomson
USTXN,Thomson
USTOS,Thonotosassa
USRN6,Thorndale
USTHR,Thorndale
USKTB,Thorne Bay
USTNN,Thornton
USTWV,Thornton
USTHT,Thornton
USTHQ,Thornton
USTH5,Thornton
USTVH,Thornville
USNYT,Thornwood
USTRF,Thorofare
USTJP,Thorp
USTP6,Thorp
USTQP,Thorp
USTB2,Thorsby
USJTO,Thousand Oaks
USUNG,Thousand Palms
USTH2,Thrall
USTHE,Three Bridges
USTFK,Three Forks
USQTF,Three Forks Junction
USQTK,Three Lakes
USOI7,Three Oaks
USHAI,Three Rivers
USTR8,Three Rivers
USTRJ,Three Rivers
USXTV,Three Rivers
UST3W,Three Way
USTH6,Throckmorton
USTPY,Throop
USTH4,Thurmond
USURM,Thurmont
USTQS,Thurston
USXTN,Tiburon
USTIC,Ticonderoga
USTDE,Tierra Verde
US3TF,Tiffin
USTFN,Tiffin
USTMA,Tifton
USTID,Tigard
USTG9,Tiger
USTGR,Tigerton
USTGL,Tignall
USTIJ,Tijeras
USKTH,Tikchik
USTD8,Tilden
UST4D,Tilden
USTLM,Tillamook
USZTR,Tillar
USIAT,Tillatoba
USTIQ,Tillery
USTL8,Tillson
USTL2,Tilton
USTT3,Tilton
USIVC,Tiltonsville
USTL3,Timber Lake
USTLE,Timberlake
USTMB,Timberville
USXTE,Timmonsville
USTIM,Timnath
USTUM,Timonium
USTT5,Timpson
USTNC,Tin City
USYTB,Tinker Air Force Base
USTNL,Tinley Park
USTIN,Tinton Falls
USNS4,Tioga
USTGA,Tioga
USTIG,Tioga
USVEX,Tioga
USTQT,Tionesta
USUZE,Tipp City
USTPQ,Tippecanoe
USTII,Tipton
USTTP,Tipton
USTT2,Tipton
USTP5,Tipton
USTP7,Tipton
USTPT,Tipton
USTPV,Tiptonville
USTY3,Tisbury
USTHJ,Tishomingo
USTSI,Tishomingo
USTKW,Tiskilwa
USTIT,Titusville
USTIX,Titusville
USTIV,Tiverton
UST23,Tivoli
USTXV,Toano
USTQO,Tobaccoville
USTBP,Tobyhanna
USTOC,Toccoa
US7OD,Todd
USTDV,Toddville
USTGK,Togiak
USGFB,Togiak Fish
USTOG,Togiak Village
USTKJ,Tok
USTKI,Tokeen
USKIP,Tokio
USOOK,Toksook Bay
USTXS,Tolar
USTED,Toleda
USI9W,Toledo
USTDO,Toledo
USTDX,Toledo
USTOL,Toledo
USTQD,Toledo
USTLD,Tolland
USOLQ,Tolleson
USTZL,Tolley
USKUO,Tolono
USTLU,Toluca
USTQL,Toluca Lake
USTQB,Tom Bean
USQTH,Tomah
USTMW,Tomahawk
USTOB,Tomball
USTBS,Tombstone
USYTO,Tomhicken
USTKN,Tomkins Cove
USTPM,Tompkinsville
USMJX,Toms River
USTKT,Tonasket
USUZF,Tonawanda
USTN2,Toney
USTN3,Tonganoxie
USQTO,Tonica
USTOK,Tonkawa
USTOH,Tonopah
USTPH,Tonopah
USTW7,Tontitown
USTY5,Tony
USTOO,Tooele
USTO2,Toomsboro
USTGP,Topanga
USTOP,Topeka
USTPK,Topeka
USTQK,Topeka
USTPP,Toppenish
USV27,Topping
USTF3,Topsfield
UST8F,Topsfield
USTSH,Topsham
USVOH,Topsham
USXNF,Topton
USQ5V,Toquerville
USQTN,Tornillo
US3TT,Toronto
USTOD,Toronto
USTOA,Torrance
USQRR,Torreon
USTR2,Torrey
USTGT,Torrington
USTOR,Torrington
USTOT,Totowa
USTTV,"Tottenville, Staten Island"
USTH8,Touchet
USZTU,Toughkenamon
USTU9,Toulon
UST5W,Tow
USTWJ,Towaco
USTOW,Towanda
USTWK,Towanda
USTW8,Tower
USTWC,Tower City
USTO7,Tower Lakes
USTC4,Town and Country
USTC2,Town Creek
USTQW,Townsend
USTWB,Townsend
USTXW,Townsend
USTSD,Townshend
USWP2,Township of Woolwich
USTWS,Towson
USTC9,Trabuco Canyon
USTRC,Tracy
USTY2,Tracy
USTR3,Tracys Landing
USTFG,Trafalgar
US7TR,Trafford
USTFF,Trafford
USTRA,Trainer
USTFR,Transfer
USTP4,Trappe
USTZ4,Trappe
USXNJ,Travelers Rest
USTVY,Traver
USTVC,Traverse City
USVFB,Travis Air Force Base
USEUA,Treasure Island
USTSU,Treasure Island/Los Angeles
USTRP,Tree Point
USTG8,Trego
USTR9,Tremont
USTMX,Tremont
USTOX,Tremont
USTRT,Tremonton
UST2R,Trempealeau
USTZE,Trent
USTRN,Trenton
USZJO,Trenton
USYTR,Trenton
USXTO,Trenton
USXNG,Trenton
USTXE,Trenton
USTTN,Trenton
USTRX,Trenton
USTOE,Trenton
USTNZ,Trenton
USTNX,Trenton
USTNR,Trenton
USTEQ,Trenton
UST6N,Trenton
UST5N,Trenton
USTR5,Trenton
US8YI,Tres Pinos
US8TR,Trevett
USZJB,Trevilians
USTVO,Trevor
USTVR,Trevorton
USTVS,Trevose
USTDP,Triadelphia
USTNV,Triangle
USYTC,Tri-Cities
USTRI,Tri-Cities Regional Airport
USII9,Trilla
US9TD,Trinidad
USAK4,Trinidad
USTAD,Trinidad
USTIR,Trinity
USQTI,Trinity
USINZ,Trinity
USTT7,Trinity
USTYK,Trinity Park
USTNG,Trion
USTIP,Tripp
USTRH,Trona
USTR7,Trophy Club
USTRO,Trotwood
USTXP,Troup
USTCR,Trout Creek
USTZQ,Trout Creek
USTQU,Trout Lake
USTRR,Trout River
USTTD,Troutdale
USTRZ,Troutman
USUZG,Troutville
USTYU,Troy
USTQZ,Troy
USTYX,Troy
USTYO,Troy
USTYM,Troy
USTYI,Troy
USTYH,Troy
USTTY,Troy
USTRY,Troy
USYTY,Troy
USTOY,Troy
UST6Y,Troy
UST77,Troy
USTCY,Troy
USTGY,Troy
USTM8,Troy
USTOI,Troy
USTOJ,Troy
USOYY,Troy
USTYG,Troy Grove
USTMS,Troy Mills
USTKF,Truckee
USM6I,Truesdale
USTUA,Truman
USTMN,Trumann
UST9R,Trumansburg
USTBV,Trumbauersville
USTBL,Trumbull
USUUL,Trumbull
USTXO,Truro
USTRU,Trussville
USTCS,Truth Or Consequences
USZNT,Tryon
USTWL,Tualatin
USTBC,Tuba City
USTBZ,Tubac
USXTY,Tuckahoe
USTUC,Tucker
USZSQ,Tucker
USDDA,Tuckerman
USTN5,Tuckerton
USTUZ,Tucson
USTUS,Tucson International Apt
USTCC,Tucumcari
USTJN,Tujunga
USTUK,Tukwila
USUQQ,Tulalip
USTLR,Tulare
USTLL,Tulelake
USTIA,Tulia
USTHA,Tullahoma
USTLY,Tully
USTTW,Tullytown
USRVS,Tulsa
USTUL,Tulsa
USTLT,Tuluksak
USTUW,Tumwater
US7TU,Tunbridge
USTNI,Tunica
USTKK,Tunkhannock
USTUI,Tunnel City
USXNI,Tunnel Hill
USWTL,Tuntutuliak
USTNK,Tununak
USTL4,Tuolumne
USTUP,Tupelo
USTP3,Tupman
USTP2,Tupper Lake
USTKR,Turkey
USTUQ,Turkey
USTLK,Turlock
USYTU,Turner
USTNM,Turner
USTUR,Turner
USM4U,Turners Falls
USTUO,Turners Station
USTUE,Turnersville
USTLC,Turtle Creek
USTL6,Turtle Lake
USTTK,Turtle Lake
UST2N,Tusayan
USTCL,Tuscaloosa
USTS8,Tuscan
USTT9,Tuscan
USTU2,Tuscarora
USTZC,Tuscarora
USXNH,Tuscola
USTSC,Tuscumbia
USTGE,Tuskegee
USTUN,Tustin
USTT8,Tuttle
USTUT,Tutwiler
USTXD,Tuxedo
USXND,Tuxedo Park
USWNC,Tuxekan Island
USTW3,Twelve Mile
USTNP,Twentynine Palms
USTWN,Twin City
USTWF,Twin Falls
USTWA,Twin Hills
USTW2,Twin Lake
USTVV,Twin Lakes
US8WN,Twin Mountain
US2RK,Twin Rocks
USTBG,Twinsburg
USTWI,Twisp
USTHB,Two Harbors
USTWR,Two Rivers
USTYA,Ty Ty
USZYI,Tybee Island
USTQY,Tye
USTE8,Tyee
USTLX,Tyler
USTYL,Tyler
USTYR,Tyler
USTP8,Tylersport
USTTQ,Tylertown
USTJF,Tyndall AFB
USYNR,Tyner
USTG2,Tyngsboro
USTYE,Tyonek
USTYJ,Tyro
USTYB,Tyrone
USTYF,Tyrone
USXNK,Tyrone
UST9Y,Tysons Corner
USUBY,Ubly
USUGI,Uganik
USUGS,Ugashik
USUHV,Uhrichsville
USUKI,Ukiah
US4TP,Ulm
USUDM,Ulm
USUER,Ulmer
USUL5,Ulster Park
US3DV,Ulupalakua
USUSY,Ulysses
USUZS,Ulysses
USZLQ,Ulysses
USUMA,Umatilla
USUML,Umatilla
USUMT,Umiat
USUMB,Umnak Island
USUMP,Umpire
US9QA,Umpqua
USUDL,Unadilla
USUNW,Unadilla
USUNK,Unalakleet
USUAA,Unalaska
USUVL,Uncasville
USUH2,Underhill
USUWD,Underwood
USUDD,Underwood
USUND,Underwood
USUDF,Uneeda
USUCO,Unicoi
USUN8,Union
USUON,Union
USUOM,Union
USUNZ,Union
USYUN,Union
USUNX,Union
USUN7,Union
USUKO,Union
USUCS,Union
USUNI,Union
USUNH,Union
USUNA,Union Beach
USUNB,Union Bridge
USZUC,Union Center
USUCY,Union City
USUNO,Union City
USUNC,Union City
USUCI,Union City
USUCG,Union City
USUC9,Union City
USUNN,Union City
USUCJ,Union City
USUDP,Union Dale
USYUG,Union Gap
USA8L,Union Grove
USUGR,Union Grove
USXUG,Union Grove
USUH7,Union Hall
USQUP,Union Point
USUSC,Union South Carolina
USUSN,Union Springs
USUSP,Union Springs
USUOI,"Union, Franklin"
USUIO,"Union, Monroe"
USXUI,"Union, Neshaboa"
USUOD,Uniondale
USUOO,Uniontown
USUT2,Uniontown
USUTN,Uniontown
US7UN,Unionville
USBU8,Unionville
USU2V,Unionville
USUOV,Unionville
USUV9,Unionville
USUZP,Uniopolis
USUWI,Unity
USUHI,Unity
USKVY,Universal City
USUVC,Universal City
USM6S,University
USUVX,University City
USUH3,University Heights
USUK7,University Park
USUKK,University Park
USUP2,University Park
USUPK,University Park
USUUP,University Place
USCCB,Upland
USUPL,Upland
USUPP,Upolu Point
USUPQ,Upper Arlington
USYUP,Upper Brookville
US9UC,Upper Chichester
USUDY,Upper Darby
USUPF,Upper Freehold
USUPJ,Upper Jay
USMB9,Upper Malboro
USUPM,Upper Marlboro
USUPS,Upper Saddle River
USQUS,Upper Saint Regis
USUPE,Upper Sandusky
USUP8,Upperco
USUPV,Upperville
USXUP,Upton
USUPT,Upton
USUWY,Upton
USURN,Urania
USURB,Urbana
USURC,Urbana
USURO,Urbana
USIUA,Urbana
USUCR,Urbancrest
USUBL,Urbandale
USURH,Uriah
USUEI,Usibelli
USUSK,Usk
USQTU,Ute
USUTI,Utica
USUUI,Utica
USUTQ,Utica
USUC8,Utica
USUIC,Utica
USUCA,Utica
USUCX,Utica
USUIZ,Utica
USUTO,Utopia Creek
USUVD,Uvalda
USUVA,Uvalde
USUWC,Uwchland
USUXX,Uxbridge
USKUY,Uyak
USVCX,Vacaville
USVC8,Vacherie
USVSH,Vadnais Heights
USVAX,Vado
USVDN,Vaiden
USIVI,Vail
USVAC,Vail
USVAH,Vail
USVAI,Vailsgate
USVAT,Valatie
USVAD,Valders
USVAL,Valdese
USVAZ,Valdez
USVDZ,Valdez
USVLD,Valdosta
USQVA,Vale
USYVA,Vale
USVNQ,Vale
USV7E,Valencia
USVLC,Valencia
USVTE,Valentine
USVTN,Valentine
USVHH,Valhalla
USVLE,Valle
USVDS,Valle Crucis
US8QA,Vallecito
USVLO,Vallejo
USVAY,Valley
USVLY,Valley
USVAE,Valley
USVCY,Valley Center
USVC2,Valley Center
USVCO,Valley City
USVYY,Valley City
USVCJ,Valley Cottage
US7VF,Valley Falls
USV6F,Valley Falls
USVFG,Valley Forge
USVEF,Valley Grove
USVPA,Valley Park
USVY7,Valley Park
USVLI,Valley Springs
USVSG,Valley Springs
USVSR,Valley Stream
USVLW,Valley View
USVVW,Valley View
USZVV,Valley View
USVYB,Valley Village
USJVD,Valleyford
USVI4,Valliant
USVYR,Valmeyer
USVYM,Valmy
USVPZ,Valparaiso
USVPO,Valparaiso
USVPS,Valparaiso
USVLQ,Valrico
USZFN,Van
USVLS,Van Alstyne
USVAM,Van Buren
USVB6,Van Buren
USVB9,Van Buren
USVBE,Van Buren
USVBN,Van Buren
USVBU,Van Buren
USYVB,Van Buren
USVBM,Van Buren Township
USVTZ,Van Etten
USVHN,Van Horn
USJVH,Van Horne
US7VM,Van Meter
USVNY,Van Nuys
USVNW,Van Wert
USVWT,Van Wert
USVWC,Van Wyck
USVDM,Vanadium
USVAR,Vanar
US4AC,Vance
USVCE,Vance
USVNB,Vanceboro
USVBO,Vanceboro
USVGS,Vanceburg
USVLV,Vancleave
USVAN,Vancouver
USVNL,Vandalia
USVLA,Vandalia
USVDD,Vandalia
USVDH,Vandalia
USVA3,Vandenberg Air Force Base
USVDB,Vanderbilt
USVGF,Vandergrift
USVNR,Vanleer
USVPV,Vanport
USVST,Vansant
USVDW,Vardaman
USVV2,Varna
USYVR,Varnell
USZH5,Varnville
USVSX,Vashon
USYVI,Vashon Island
USVA8,Vass
USVSB,Vassalboro
USV8K,Vassar
USVAS,Vassar
USVN2,Vaughn
USVHX,Vauxhall
USVLN,Veblen
USVVG,Veedersburg
USVEG,Vega
USVEB,Velma
USVVA,Velva
USVE7,Veneta
USVEE,Venetie
USVCI,Venice
USVN3,Venice
USVNC,Venice
USXNL,Venice
USVYA,Ventnor City
USVNT,Ventura
USVTU,Ventura
USOXR,Ventura-Oxnard Apt
USVE2,Venus
USVS8,Venus
USVEI,Verdi
USVCU,Verdugo City
